wage,educ,has_dog,near_publictrans,ed_mother,near_privcollege,is_righthander,iq_score,scholarship,grade_avg,female,talentsup,near_4ycollege,black,ed_father,has_siblings,near_2ycollege,exper,near_parents,lives_in_city
26861.922,6,0,1,12,0,1,108.65285,1,1,0,1,0,1,8,1,0,8,1,1
1263.6003,6,1,1,1,0,1,97.928299,0,2.2671778,0,0,1,0,3,1,0,38,0,1
384.63638,9,0,1,10,0,1,92.950371,0,2.9437635,0,0,0,0,10,1,0,28,0,1
78.135582,8,0,1,8,0,1,116.74877,0,1.4706171,0,0,0,1,5,1,0,8,1,1
3015.8357,5,0,1,3,0,1,82.457855,0,1.9372365,0,0,1,1,5,0,1,23,1,1
7058.4282,4,0,1,7,0,1,89.694901,0,2.5019779,1,0,0,0,10,1,0,47,1,1
641.38757,10,0,0,10,0,1,93.457909,0,2.0851872,0,0,0,0,11,1,0,5,0,0
290.30951,7,0,1,10,1,1,96.963097,1,2.4869244,1,0,0,0,3,1,0,26,0,1
1149.2286,10,0,1,5,0,1,94.620064,1,2.8178024,0,0,0,0,11,1,0,54,1,1
646.26849,8,1,1,4,0,1,85.057419,0,1.951521,1,0,0,0,3,0,1,53,0,1
38.716423,10,0,1,9,0,1,84.272354,0,2.3270798,1,0,0,0,12,1,0,7,1,1
2884.1167,9,0,1,9,0,1,105.81356,0,3.7308421,0,0,0,0,11,0,0,21,1,1
5568.2158,6,0,1,2,0,1,78.535126,1,2.6525426,0,0,0,0,3,1,0,22,0,1
436.33588,9,1,1,2,0,1,99.918091,0,3.4934311,1,0,0,0,11,1,0,34,0,1
253.37724,10,1,0,11,0,0,108.73453,1,2.5793817,1,0,0,1,9,1,0,45,0,0
6596.2583,9,0,1,8,0,1,114.76541,0,2.9284163,1,0,0,0,2,0,1,38,0,1
69.061707,8,0,1,12,0,1,101.01164,0,3.8302984,0,0,0,0,5,0,0,22,0,0
137.69824,5,1,0,3,0,1,81.923477,0,1.7091755,0,1,0,0,6,0,1,31,1,0
1388.9637,9,0,0,10,1,0,103.97648,0,4.0329585,0,1,0,0,1,0,0,6,0,0
123.3709,4,1,1,6,0,1,87.688683,0,2.774632,0,0,0,1,7,1,0,46,0,1
4372.9229,8,1,1,11,1,1,79.206253,0,3.1150749,1,0,0,1,11,1,0,48,0,1
1997.9116,4,0,1,11,1,1,78.288872,0,2.9767451,1,0,0,0,1,1,0,20,1,1
744.04742,10,0,1,4,0,0,95.201477,0,2.9654858,1,0,0,1,9,1,0,44,0,1
499.7023,9,0,1,12,0,1,117.43643,0,1.5183978,0,0,0,1,10,0,0,23,0,1
551.35474,9,1,0,4,0,1,107.51682,0,3.8494561,1,0,1,0,7,1,1,18,1,0
22.364098,8,0,1,7,0,1,99.587143,0,2.2514482,0,0,0,0,5,1,0,20,0,1
1469.0044,5,0,0,10,0,1,86.837326,1,2.6874211,0,0,0,0,7,0,0,41,0,0
118.8449,7,1,0,7,0,1,95.598465,0,3.3184783,0,1,0,0,2,0,0,26,1,0
1215.4884,6,0,1,5,0,1,117.78201,0,1.9304363,1,0,0,0,7,1,0,30,1,1
1570.0977,9,0,1,9,0,1,99.742271,0,2.4018977,0,0,0,1,1,0,0,56,1,1
2095.5654,7,1,1,12,0,1,82.590004,1,1.2953936,0,0,0,1,3,1,0,48,1,1
1633.9312,7,0,0,9,0,0,84.91362,1,3.4043894,0,0,0,0,7,1,0,23,0,1
214.20132,8,0,1,5,0,1,90.680229,0,3.098665,0,0,1,0,2,1,1,36,0,1
837.1366,6,1,1,6,0,1,101.76614,0,2.0784791,0,0,0,0,6,0,0,51,1,1
7676.2964,9,0,0,4,0,1,103.48196,1,3.1776359,0,0,1,1,4,1,0,35,1,0
409.41666,9,0,1,6,0,1,106.91805,0,1.3607,0,0,0,0,7,1,0,34,1,1
675.02551,4,0,1,8,0,1,84.07843,1,2.5781701,0,0,0,0,4,1,1,14,0,1
413.07825,9,0,1,3,0,1,78.919289,0,2.43712,1,0,0,0,3,0,0,52,0,1
4077.0647,8,0,1,10,0,1,75.985016,0,1.3157707,0,1,0,1,3,0,0,47,0,1
807.22583,5,0,0,4,0,0,95.23851,1,2.5133014,1,0,0,0,7,1,0,54,0,1
849.76398,8,0,1,3,0,1,81.983337,0,3.2039795,0,0,0,0,5,1,0,31,0,1
150.03246,3,0,1,8,0,1,76.93187,0,3.5316944,0,0,0,1,4,0,0,31,0,1
707.59326,7,1,0,4,1,1,84.55423,0,1.542766,0,0,0,0,2,1,0,20,1,0
2595.7222,7,0,1,9,0,1,96.504959,0,2.4714267,0,0,0,0,7,0,0,51,0,1
971.99969,6,1,1,7,0,1,77.10762,0,2.7403514,1,0,0,1,5,1,0,44,1,1
329.96436,10,0,0,4,0,1,76.632462,1,2.5383456,0,0,0,0,7,1,0,11,0,0
236.89125,6,0,1,11,0,1,102.56541,0,2.5376523,0,0,0,0,2,0,0,54,0,1
444.81433,7,0,1,4,0,1,109.37123,0,4.0325537,1,0,0,1,10,0,0,17,0,1
2142.4336,7,0,1,11,0,1,85.64167,1,1.0535995,0,0,0,1,9,1,0,57,0,1
755.02258,5,0,1,3,0,1,74.813622,0,2.2413921,0,0,0,0,3,0,0,23,1,1
832.15924,7,0,1,8,0,1,97.495193,0,2.4090765,0,0,0,0,12,1,0,35,1,1
1207.1388,10,1,1,6,0,0,89.288284,0,4.0050788,0,0,0,1,12,1,0,28,1,1
686.15851,6,0,1,6,0,1,76.564507,0,2.1636624,1,0,1,1,1,0,0,40,0,1
345.67688,8,1,1,6,0,0,98.574158,0,3.9952013,0,0,0,0,6,1,1,22,1,1
428.56378,4,1,0,10,0,0,99.505569,0,2.157892,0,0,0,0,2,1,0,40,1,0
13659.58,10,0,1,11,0,1,106.15958,1,2.9537041,0,0,0,1,3,1,0,51,0,1
1059.08,6,1,1,11,0,1,110.27431,0,2.6700037,1,0,0,0,9,0,0,31,1,1
527.3443,9,0,1,3,0,1,117.40668,0,2.0405073,0,0,0,1,10,0,0,23,1,1
10986.04,4,0,1,5,0,1,89.264046,1,3.5312676,0,0,0,1,1,1,0,35,0,1
1456.5995,4,0,1,6,1,1,102.3621,0,2.791425,1,0,0,1,8,0,0,60,0,1
465.96194,9,1,1,6,1,1,76.109322,0,2.4951093,1,0,0,0,4,1,0,29,0,1
232.28348,6,0,1,8,1,1,79.895691,0,2.9435432,0,0,1,0,12,0,1,45,1,1
186.55486,8,1,0,2,0,0,112.14709,1,2.0898583,1,0,0,0,7,1,0,53,1,0
87.344734,9,0,0,3,0,1,79.681602,0,1.6327084,1,0,0,0,9,1,1,29,0,0
57.350288,6,1,1,1,0,1,72.096581,0,2.6414871,1,0,0,0,10,1,0,40,1,0
1165.0864,7,0,0,3,0,1,79.61496,0,2.8700566,1,0,0,1,7,1,0,20,1,1
2019.8892,4,0,1,2,0,1,87.419174,0,3.3737545,1,0,1,0,7,0,0,60,0,1
1934.5212,9,0,0,4,0,1,77.43602,0,2.5381637,0,0,0,0,12,1,0,36,1,0
204.3992,4,1,0,5,0,0,112.76938,0,3.4020941,0,0,0,0,1,1,0,18,0,0
42.655815,8,1,0,6,0,0,84.808784,0,3.558924,0,1,0,0,7,1,1,50,1,0
3189.2756,8,1,1,4,0,1,84.359093,0,2.8688004,1,0,0,0,3,0,1,50,1,1
1245.665,8,1,1,4,0,1,103.49315,0,2.4420769,1,0,0,0,8,1,0,8,0,1
57.428791,9,0,0,8,0,1,92.426697,0,2.1750853,1,0,0,0,8,0,0,12,0,0
189.8866,7,0,1,10,1,1,94.788734,0,2.1386528,0,0,0,0,9,0,0,46,1,1
4288.7695,6,0,1,9,0,1,117.75433,0,2.1480901,0,0,0,1,2,1,1,41,0,1
85.066071,7,0,1,10,1,0,76.853294,0,2.4359555,1,0,0,0,8,1,0,48,1,1
485.81512,3,0,1,3,0,1,76.038551,0,2.1782463,0,0,0,0,3,0,0,48,0,1
5244.77,6,0,0,5,0,1,110.15137,0,3.2153623,0,0,0,0,5,0,0,44,0,0
114.43753,7,0,1,4,0,1,76.125084,0,4.0868955,1,0,0,0,6,1,0,52,1,1
4037.2332,6,0,1,3,0,1,107.90803,0,2.4548583,1,1,0,0,7,0,0,16,0,1
2499.6455,5,0,1,8,1,1,114.02703,0,3.7561581,0,0,0,0,3,0,0,27,0,1
78.643867,9,0,0,4,0,0,80.033249,0,2.2620559,1,1,0,0,2,1,0,5,0,0
570.25751,6,1,1,6,0,1,99.792747,1,2.0303679,0,0,0,0,4,0,0,21,0,1
70.881088,8,0,1,10,0,1,102.18803,0,1.8706545,0,0,0,0,5,0,0,24,0,1
10920.228,7,0,0,9,0,1,106.20957,0,2.7117593,0,0,1,0,2,0,0,11,0,1
4371.7715,9,0,1,11,0,1,97.089645,0,3.9345272,0,0,0,0,1,1,0,42,1,1
40014.992,10,0,1,7,0,0,103.63509,0,2.8056827,0,0,0,1,11,0,0,45,1,1
72902.078,6,0,1,9,1,1,119.08225,0,2.3009043,0,0,0,0,10,1,0,52,1,1
1598.4893,7,0,1,6,0,1,109.11853,0,2.4588313,0,0,0,1,4,0,0,45,1,1
188.99374,8,1,0,8,0,1,104.19226,0,2.5571511,1,0,0,0,3,0,0,38,0,0
852.86804,3,0,0,6,0,1,84.415817,0,2.416538,0,0,0,1,2,0,0,13,1,0
299.1059,5,0,1,5,0,1,90.875694,0,1,0,0,0,0,3,0,0,53,1,1
1508.8595,6,1,1,3,0,1,81.940239,0,2.4071705,0,0,0,0,1,1,0,58,1,1
2798.0369,10,0,0,6,0,1,99.596474,0,2.2267444,1,0,0,0,10,0,0,26,0,1
3251.887,5,0,1,6,1,1,90.777115,1,2.2035279,0,0,0,1,3,0,0,19,1,1
190.4239,10,0,1,4,0,1,95.521202,1,2.982893,0,0,0,0,7,0,0,49,0,1
1017.335,5,0,1,12,0,1,116.87199,0,1.7146101,0,0,0,0,5,1,0,32,0,1
1174.0626,10,1,0,9,0,1,106.04193,0,2.9889095,0,0,0,0,11,0,0,10,0,0
3889.6287,7,0,0,12,0,1,116.23647,1,3.6365304,0,0,0,0,7,0,0,41,1,1
74.858894,5,0,1,7,0,1,80.238144,0,2.5660167,1,0,0,0,6,0,0,58,1,1
185.23055,9,1,1,6,0,1,70.504608,0,4.5518436,0,0,0,1,3,0,0,11,0,1
474.28491,3,0,0,1,0,1,105.03964,0,3.4811141,1,0,0,0,4,1,1,45,1,0
150.19038,6,0,1,8,0,1,82.553726,1,1.2831209,0,1,0,1,4,1,1,11,0,1
245.89355,4,0,0,10,0,1,96.662987,0,1.9090706,0,0,0,0,7,0,0,40,0,0
425.98508,5,1,0,2,0,1,102.38586,0,1.9088222,0,0,0,0,2,1,0,37,0,0
700.88306,6,0,1,2,0,1,85.179024,1,3.1921663,1,0,0,0,3,1,0,24,1,1
3907.8452,7,0,1,9,0,1,92.23217,0,2.3226018,0,0,0,1,4,0,0,48,1,1
445.1131,6,0,1,2,0,0,97.240723,0,2.3865728,0,0,0,1,7,1,0,40,0,1
1596.4974,7,0,0,12,0,0,107.18749,1,1.3738208,0,0,0,1,9,1,0,12,1,1
4708.5176,8,1,0,1,0,1,78.311089,0,3.2834611,1,0,0,0,9,1,0,51,0,0
7418.0703,7,1,0,3,1,1,107.32462,0,4.530889,1,0,0,0,4,1,1,41,1,0
411.54996,9,1,1,11,1,0,95.908356,0,1.3396851,0,0,0,1,11,1,1,10,0,1
218.58661,7,1,1,7,0,1,100.39829,0,1.7352619,0,0,0,0,11,1,1,34,0,0
2142.2415,4,0,1,1,0,1,113.93821,0,2.3723774,0,0,0,0,4,1,0,33,0,1
336.98596,9,0,1,6,0,1,112.32099,0,1.8723937,1,0,0,1,9,0,0,34,0,1
5591.8413,4,0,1,5,0,0,99.103416,0,3.4276948,0,0,0,0,7,0,0,43,0,1
4115.0693,10,0,1,7,0,1,74.984283,0,3.8742034,1,0,0,1,9,1,1,25,0,1
180.74092,6,0,1,11,0,1,111.04186,0,2.6486166,1,0,0,0,10,1,0,50,0,1
3904.6689,5,0,0,5,1,1,90.385948,1,2.500066,0,0,0,0,9,1,0,51,0,1
284.52213,6,0,1,4,0,1,91.759636,0,1.4840201,0,1,0,0,3,0,1,50,0,1
172.53548,6,0,1,7,0,1,75.307579,0,2.1305456,1,0,0,1,10,0,1,46,0,1
6326.9146,7,0,1,12,0,1,89.930405,0,2.1668398,1,0,0,1,11,1,1,44,1,1
811.8728,4,0,1,3,1,1,77.78524,0,3.7147279,0,0,0,0,6,0,0,60,0,1
48.204594,4,0,1,3,1,1,104.02341,0,2.3288033,0,0,0,0,12,1,0,28,1,1
260.25598,6,1,0,11,1,0,80.415329,0,1.4911118,0,1,1,0,10,0,0,41,1,0
2087.4231,9,0,0,10,0,1,84.604996,1,2.7555723,0,0,0,0,9,0,0,34,1,1
304.53815,7,1,0,3,0,1,79.952393,0,2.2767665,0,0,1,0,9,1,0,23,1,0
2379.623,8,0,1,11,0,1,92.67054,0,3.3700805,0,0,0,0,4,1,1,55,0,1
951.73334,7,0,1,9,0,0,79.556862,0,2.534451,0,0,0,0,10,1,0,34,1,1
157.17851,7,1,1,2,0,1,107.79086,0,2.6159289,1,1,0,0,3,0,1,23,1,1
14064.067,4,1,1,4,0,1,117.92239,0,2.5518854,0,0,0,0,7,0,0,42,0,1
228.55084,4,1,1,2,1,1,110.78545,0,3.672205,1,0,0,0,9,1,1,33,1,1
194.93845,2,0,1,8,1,1,115.21836,0,2.5578976,0,0,0,0,2,1,0,17,0,1
7263.3975,3,1,1,4,1,1,100.46638,0,1.7179986,0,0,0,0,7,0,1,59,0,1
16452.324,7,1,1,4,0,1,111.46329,1,2.1400588,1,0,0,0,3,1,0,35,1,1
214.07312,4,0,1,10,0,1,115.19472,0,2.3203158,0,0,0,0,4,0,0,20,0,1
3099.0149,10,0,1,4,0,1,78.527817,0,1.2373565,0,0,0,0,12,1,0,16,0,1
1889.2427,4,0,1,2,0,1,106.95259,0,4.2731671,0,0,0,1,8,1,0,60,1,1
192384.5,9,0,0,2,0,0,107.3316,1,1.5769539,0,0,0,0,10,0,0,17,1,0
418.19006,8,0,1,1,0,1,85.244316,0,3.0716157,0,1,1,1,11,0,0,48,0,1
281.65186,8,0,1,8,1,1,79.947571,0,3.4228382,1,0,0,0,4,0,0,11,1,1
5368.5757,10,0,1,3,0,1,84.114258,0,2.4592192,0,0,0,0,7,1,1,48,1,1
37.523575,5,1,1,9,1,1,73.99897,1,3.218715,1,0,0,0,4,0,0,18,0,1
69.170174,7,1,1,11,0,1,70.519669,0,3.4708703,0,0,0,1,1,0,0,55,1,1
268.52512,7,1,0,10,0,1,96.481873,0,2.7594373,1,0,0,0,10,1,0,31,0,0
1193.5461,5,1,1,7,0,1,114.17485,0,1.8491983,1,0,0,1,2,0,1,32,0,1
380.8497,5,0,1,7,0,1,112.57273,0,1.6679496,1,0,0,1,2,0,0,54,1,1
364.31339,5,1,0,3,0,1,104.04169,0,1.6261849,0,0,0,0,12,0,0,24,0,0
14205.148,9,1,1,5,0,1,81.759773,0,4.1733689,1,0,0,0,7,0,0,16,0,1
1963.17,5,0,1,5,0,1,108.49944,0,2.6432235,0,0,0,1,2,1,0,53,0,1
2727.5642,8,0,0,9,1,1,95.923607,0,3.0169864,1,0,0,0,7,1,0,58,1,0
141.51727,4,0,1,9,0,1,82.670296,0,3.6791604,1,0,0,0,1,0,0,26,1,1
1125.455,5,0,1,1,0,0,91.34861,0,3.2178352,0,0,0,1,3,0,0,25,0,1
155.91405,9,0,1,9,0,0,85.096741,1,1.5978262,0,0,0,0,8,0,0,24,1,1
1253.6385,7,0,0,4,0,0,109.79652,0,3.3506081,0,0,0,0,1,1,1,18,0,0
2262.895,7,1,1,6,0,1,101.3963,0,2.2566738,1,0,0,1,2,1,1,10,1,1
479.91315,10,1,0,7,0,1,78.066154,0,1.7186127,0,0,1,0,8,0,0,21,0,0
323.65955,7,0,1,7,0,1,91.209373,0,2.7688398,0,0,1,0,11,0,0,39,0,1
3008.1099,7,0,1,4,1,1,73.840103,0,1.8830664,0,0,0,0,11,0,0,29,1,1
70.275299,7,1,1,10,0,0,80.07605,0,2.0345757,1,0,0,1,4,1,1,28,1,1
721.06281,9,0,0,9,0,1,96.021736,0,3.0745535,0,0,0,0,11,1,0,38,0,0
2108.949,5,0,1,1,0,0,83.692451,1,3.6043913,1,0,0,0,10,1,1,20,0,1
3176.9275,11,1,1,2,0,1,85.475197,0,2.8273401,1,0,0,0,10,1,0,36,0,1
75.711777,8,0,1,1,1,1,85.757889,0,2.6028743,1,0,0,0,5,1,0,22,0,1
3868.0088,10,0,0,4,0,1,106.47763,0,2.2461011,1,0,0,0,5,0,0,19,0,0
28.104235,5,0,1,5,0,1,74.950661,0,2.6481628,0,0,0,1,11,1,1,24,1,1
859.9198,11,0,1,8,0,1,117.20127,0,1.1442596,0,0,0,0,11,1,0,13,0,1
768.62988,9,0,1,8,0,1,102.59412,0,2.6394913,1,0,0,0,4,0,0,10,0,1
29.622593,5,0,1,3,0,1,81.120361,0,1.6336622,0,0,0,0,2,0,1,41,0,1
43.422356,8,0,0,4,0,1,80.964043,0,1,1,0,0,1,2,1,0,29,0,1
567.05969,10,0,0,12,0,1,117.17722,0,2.1370239,1,0,1,0,11,1,1,8,0,1
209.52637,7,0,1,7,0,1,71.484344,0,3.9052587,0,0,0,0,7,1,0,43,0,1
3074.5513,5,0,0,2,0,0,102.67776,0,1.7550536,1,0,0,0,6,0,0,34,0,0
338.91443,11,0,1,11,0,0,77.200333,0,3.619559,1,0,0,0,10,0,0,11,1,1
1806.3467,3,0,0,7,0,1,114.60512,0,1.9606948,0,0,0,1,2,1,0,40,0,1
3111.667,8,0,1,12,0,1,114.93438,0,3.9126875,0,0,1,0,9,0,0,49,1,1
7503.0176,5,0,1,8,0,0,119.28284,0,3.3894608,1,0,0,1,11,1,1,55,1,1
6568.2583,6,0,0,2,0,1,84.772804,1,1.926723,0,0,0,1,8,1,1,24,1,0
270.37961,3,0,1,2,1,0,81.652512,0,2.3914864,1,0,0,0,5,1,0,57,0,1
390.8891,9,0,1,12,0,1,96.250023,0,2.5533791,0,0,0,0,2,0,0,24,0,1
1349.8884,10,0,1,10,0,1,77.633293,1,3.0418425,0,0,0,0,9,0,1,23,0,1
1114.8848,3,0,1,3,1,1,93.809654,0,3.5041251,0,0,0,0,5,1,0,50,1,1
163.50752,8,0,1,7,0,1,81.489601,0,3.1796443,0,0,0,0,11,1,0,39,1,1
5881.2192,9,1,1,4,0,1,70.76992,0,3.6180146,0,0,0,0,5,1,0,40,0,1
2144.1775,6,0,0,8,0,0,86.328743,0,2.8181257,1,0,0,1,2,1,0,12,1,0
861.63727,8,0,1,8,1,0,110.04029,0,2.7205119,0,0,0,0,2,1,0,10,1,1
166.00613,4,0,1,7,0,1,74.349014,0,2.5044017,1,0,0,0,7,1,0,29,0,1
553.95233,10,0,1,5,0,1,83.880119,0,3.1070812,1,0,0,0,11,1,0,14,0,1
5810.0103,4,1,1,10,0,1,84.942116,1,3.1112757,0,0,0,1,5,1,0,34,0,1
2669.1438,6,1,0,10,0,1,118.17055,0,2.4442978,0,0,0,0,10,0,0,37,1,0
38.28511,11,0,1,11,0,0,71.657768,0,1.8726258,0,0,0,0,12,0,0,24,0,1
735.25208,9,0,1,11,0,1,102.58998,0,1.6864386,0,0,0,0,3,0,0,42,1,1
667.86212,8,0,0,6,0,0,91.657951,0,1.8562589,0,0,0,0,4,1,0,12,0,0
193.11696,4,0,1,5,0,1,89.571602,1,2.8422573,0,0,0,1,5,1,0,47,0,1
750.61987,4,0,1,8,0,1,98.649323,0,2.9939499,0,0,0,1,11,1,0,45,1,1
1463.8937,11,1,1,7,1,1,98.475433,0,3.1591282,1,0,0,1,11,0,0,34,1,1
3598.05,9,0,0,11,0,1,116.88232,0,1.0475671,0,1,0,0,11,0,0,16,0,1
745.79297,9,1,0,8,0,1,116.52927,0,2.1614478,1,0,0,0,11,0,1,5,0,0
257.10364,10,0,0,8,0,0,85.10952,0,1.9561334,0,0,0,0,11,0,0,42,1,0
524.35767,4,1,0,9,0,1,113.64719,0,3.1891613,0,0,0,0,6,1,1,60,0,0
215.74274,5,1,1,7,0,1,104.11893,0,2.4076145,0,0,0,1,9,0,0,36,0,1
298.95358,5,0,1,2,0,0,78.341171,0,2.6615469,0,0,0,0,1,0,1,34,0,1
543.32672,6,0,0,10,0,0,111.62173,0,3.0648837,0,0,0,0,4,1,1,34,0,0
51.961678,3,1,0,4,0,1,100.80261,0,4.1410298,1,0,0,0,5,1,0,55,0,0
48.462311,7,1,1,8,0,1,82.447144,0,2.1617317,1,0,0,0,10,1,0,12,1,1
41019.109,9,0,1,11,0,1,91.679848,0,2.6412318,1,0,0,0,5,0,0,44,0,1
424.71573,6,0,1,3,1,1,73.852707,0,2.0519364,1,0,0,0,2,1,0,24,0,1
8454.793,6,0,0,10,0,1,98.38282,0,2.806838,1,0,0,0,7,1,0,28,0,1
207.59726,3,1,0,3,0,1,78.431473,0,3.7048838,1,0,1,0,6,0,0,22,0,0
1010.5354,8,1,1,3,0,1,70.979996,0,2.0622787,0,0,0,1,4,1,0,48,0,1
21383.273,8,0,1,9,1,1,99.534035,0,3.5151913,0,0,0,0,6,1,0,13,0,1
86.132057,5,0,1,10,1,1,79.962135,0,3.7441626,0,0,0,1,6,1,1,11,0,1
622.43329,12,0,1,10,0,0,88.868187,1,2.6403623,1,1,0,0,7,1,0,10,0,1
779.34949,6,0,1,5,1,1,84.381752,0,2.9892523,1,0,1,0,4,0,0,31,1,1
75.143387,7,0,1,8,0,0,101.56207,0,3.7028019,1,0,0,1,3,0,1,29,1,1
162.93187,3,0,1,2,0,1,78.369118,0,3.6916349,1,0,0,0,6,1,0,56,0,1
535.29358,9,0,1,9,0,1,72.875122,0,1.2192681,0,0,0,0,4,1,0,35,1,1
693.48706,12,1,0,11,0,1,91.60482,0,2.5366685,1,1,0,1,12,0,0,46,0,0
8296.208,7,0,0,6,1,0,96.094223,0,3.1693823,0,0,0,0,5,1,0,33,0,0
410.96655,3,0,1,9,0,1,101.60362,0,1.8108773,0,0,0,1,3,0,0,43,0,1
26073.922,5,0,1,6,0,0,105.47739,0,2.4819515,1,0,1,0,2,1,0,18,1,1
301.81708,9,0,1,4,0,1,100.03307,0,2.5103614,0,0,0,0,10,0,0,37,1,1
915.22363,6,0,1,4,0,1,100.77325,1,2.6800067,1,0,0,0,3,1,0,28,0,1
449.86932,5,0,0,12,0,1,84.509857,0,2.8748755,0,0,1,0,9,1,1,25,0,0
2955.6487,7,0,0,1,0,1,103.20079,1,3.5781,1,0,0,0,4,1,1,55,1,0
1045.2443,6,0,0,8,1,1,98.71096,0,3.0132942,0,0,1,0,11,1,0,30,1,0
46.194164,6,0,1,6,1,1,93.57795,0,1.9938447,0,0,0,1,8,1,0,15,0,1
17045.945,10,0,0,11,0,1,116.21558,0,3.5789998,0,1,0,1,7,1,0,41,1,0
6983.2261,5,0,1,12,0,1,82.527939,0,1.6616671,1,0,0,0,3,0,0,21,0,1
1410.0758,7,1,1,5,0,1,104.55019,0,3.5834665,1,0,0,0,5,1,0,40,0,1
6866.5913,3,1,1,4,0,1,72.533028,0,3.3723278,0,0,0,1,4,1,0,58,1,1
1400.3878,7,0,1,2,0,1,109.37589,0,3.5327523,0,0,0,1,1,0,0,52,1,1
222.62291,10,0,1,8,1,1,113.24933,0,2.4806249,0,0,0,0,11,0,0,5,0,1
88.38694,9,0,0,4,0,0,80.293549,0,1.710688,0,0,0,1,5,0,0,43,0,0
1771.1965,10,0,0,4,0,0,105.7078,0,1.818794,0,0,0,1,10,0,1,36,1,0
752.47711,7,0,1,5,0,1,105.65495,0,2.701689,0,0,0,0,8,1,0,51,0,1
140.81967,4,0,1,7,0,1,74.668373,0,3.2222748,0,0,0,0,2,1,1,44,1,1
9110.2725,10,1,1,8,0,1,115.79875,1,3.2399352,0,0,0,0,10,0,0,46,1,1
21.225376,7,0,0,12,0,1,71.202179,0,2.6719224,0,0,1,1,12,0,0,28,0,0
189.49045,4,0,0,10,0,0,88.155067,1,2.7170768,1,0,0,0,1,0,0,37,0,0
769.37842,10,0,1,6,0,0,72.511688,0,3.2126541,0,0,0,0,10,0,0,50,0,1
569.37933,3,0,0,4,0,0,96.570236,0,1.7993546,0,0,0,0,3,1,0,44,0,1
245.90604,10,0,1,8,0,1,70.416397,0,2.6310966,1,0,0,0,8,1,0,44,0,1
740.42102,5,0,1,9,0,1,108.66012,0,1.5872933,0,0,0,1,9,1,1,25,0,1
979.75024,6,0,1,2,0,1,100.85995,0,3.5358787,0,0,1,1,8,1,1,25,1,1
1512.0148,6,0,1,1,0,1,113.19839,0,3.4864674,1,0,0,1,12,0,0,34,1,1
452.41504,3,0,1,6,0,1,117.77621,0,2.34517,0,0,0,0,3,1,0,30,0,1
1142.7761,6,0,1,7,1,1,100.16972,0,2.6823711,0,0,0,1,11,0,0,10,0,1
65.902786,8,0,0,4,0,1,98.094627,1,1.21951,1,0,0,0,9,1,0,21,0,0
203.70358,5,0,1,9,0,1,103.34837,0,2.6190541,1,0,0,0,6,1,0,59,1,1
585.89734,5,0,0,10,1,1,97.371246,0,1.7167383,1,1,0,0,3,0,0,51,1,0
14.046659,7,0,1,8,0,0,78.783661,1,3.0293419,0,0,0,0,8,1,0,54,0,1
877.59167,5,0,1,11,1,1,110.83472,0,2.01071,0,1,0,0,1,1,0,24,1,1
231.51682,6,0,1,3,0,1,81.167213,0,1.2764199,0,0,0,0,12,1,1,47,0,1
17060.723,4,1,0,11,0,1,113.19692,0,3.1139951,1,0,0,0,6,1,1,36,1,1
156.06474,10,0,1,12,1,1,82.290077,0,2.0774672,1,0,0,1,7,1,0,32,1,1
252.57381,5,0,0,5,0,1,73.571373,0,2.4955544,1,0,0,0,7,1,0,36,0,0
120.21213,7,1,1,7,0,1,81.892586,1,2.7589669,1,1,0,0,12,0,0,22,0,1
8497.752,11,1,0,7,0,1,91.664909,0,3.1723578,1,0,1,1,11,1,1,44,0,0
16401.244,5,0,0,12,0,1,102.0254,0,2.0867953,0,0,0,0,11,0,0,45,0,0
67.997093,6,0,1,6,1,1,72.624596,0,3.4148331,1,0,0,1,5,0,0,32,0,1
697.99481,10,0,1,9,0,1,88.633514,0,2.841166,0,0,0,0,6,1,0,47,0,1
935.37262,6,0,1,5,0,1,83.987061,0,2.2277222,0,0,0,0,9,1,0,51,1,1
479.28625,5,0,0,1,0,0,72.592903,0,2.1088653,1,1,0,0,12,0,0,54,0,0
1069.7372,10,0,1,6,0,0,84.951294,0,1,0,0,0,1,12,0,0,8,1,1
333.03162,9,0,1,7,1,1,115.44506,0,3.0328603,1,0,0,0,10,1,1,15,1,1
1037.4165,7,0,0,3,0,0,82.065285,0,2.725456,0,0,0,0,3,0,0,50,0,0
228.10793,4,0,1,9,0,1,75.824654,1,3.7732899,0,0,0,0,2,1,0,35,1,1
17068.285,8,1,1,1,1,1,118.27806,0,2.6310081,0,0,0,0,8,0,0,30,1,1
1344.9319,3,0,1,5,0,1,72.279457,1,3.0242136,0,0,0,0,2,0,0,41,1,1
1912.1313,6,1,1,3,0,0,86.883148,0,3.4908421,1,0,0,0,10,1,1,20,0,1
966.13416,6,0,1,8,0,1,102.03218,1,3.630343,0,1,0,1,9,1,1,17,1,1
68.595993,9,0,1,8,0,1,108.66909,0,1.2351248,1,0,1,0,6,0,1,15,0,1
588.69855,8,0,1,2,0,1,85.686211,0,2.4287796,1,0,0,1,1,0,1,24,0,1
1428.427,3,0,0,5,0,1,98.78743,0,3.2564809,1,0,0,0,6,0,0,47,1,0
135.86644,5,0,0,5,0,1,95.415962,0,1.7453105,1,0,1,0,8,1,0,26,0,0
258.23053,5,0,0,3,1,1,116.62935,0,3.0034978,0,0,0,0,9,0,0,21,0,0
